angle_right_shoulder_hip_knee,angle_right_hip_knee_ankle,angle_left_shoulder_hip_knee,angle_left_hip_knee_ankle,angle_right_elbow_shoulder_hip,angle_left_elbow_shoulder_hip,angle_right_wrist_elbow_shoulder,angle_left_wrist_elbow_shoulder,ndright_shoulder,aright_shoulder,ndright_elbow,aright_elbow,ndright_wrist,aright_wrist,ndright_hip,aright_hip,ndright_knee,aright_knee,ndright_ankle,aright_ankle,ndleft_shoulder,aleft_shoulder,ndleft_elbow,aleft_elbow,ndleft_wrist,aleft_wrist,ndleft_hip,aleft_hip,ndleft_knee,aleft_knee,ndleft_ankle,aleft_ankle
130.2,320.6,180.4,184.8,31.2,11.2,47.6,67.2,0.0,88.9,0.18,68.7,0.09,48.6,0.35,87.5,0.51,72.3,0.49,93.9,0.06,128.8,0.19,101.1,0.12,86.1,0.38,97.8,0.68,92.2,1.0,90.9
177.5,176.7,234.5,32.7,9.5,27.8,59.0,45.4,0.07,56.1,0.2,79.8,0.14,88.8,0.39,83.2,0.69,87.7,1.0,89.0,0.0,90.9,0.19,108.8,0.08,129.7,0.36,92.6,0.55,111.5,0.5,92.2
129.4,33.7,179.8,185.3,29.8,2.7,47.2,109.7,0.0,90.8,0.18,70.7,0.08,50.0,0.35,88.0,0.52,71.7,0.48,93.5,0.06,127.4,0.22,103.2,0.22,93.5,0.39,97.7,0.68,92.2,1.0,91.0
177.9,177.0,233.0,29.3,11.3,27.8,65.0,48.4,0.07,53.4,0.2,79.3,0.12,94.6,0.4,82.8,0.7,87.6,1.0,89.0,0.0,90.9,0.18,109.6,0.09,131.5,0.36,92.8,0.55,111.4,0.49,92.4
130.2,320.2,181.6,185.9,29.0,2.9,48.4,138.0,0.0,98.7,0.18,72.0,0.09,51.8,0.35,89.2,0.53,71.8,0.51,94.9,0.08,136.8,0.23,106.3,0.26,95.7,0.39,99.3,0.68,93.1,1.0,91.8
178.2,176.4,234.5,32.4,11.3,27.8,64.9,47.9,0.07,51.9,0.19,78.3,0.1,95.9,0.39,82.3,0.7,87.6,1.0,88.9,0.0,87.9,0.18,108.1,0.08,130.9,0.35,91.6,0.54,110.9,0.5,88.1
132.9,319.6,182.7,185.7,27.9,3.1,46.0,122.9,0.0,86.4,0.19,68.9,0.1,49.9,0.35,86.0,0.53,70.8,0.5,91.7,0.06,132.9,0.22,102.3,0.23,97.4,0.38,96.3,0.67,91.2,1.0,90.3
176.1,174.8,232.2,34.1,10.2,27.0,69.1,51.3,0.07,43.7,0.17,74.4,0.09,89.9,0.38,82.9,0.68,88.2,1.0,89.3,0.0,88.8,0.18,108.9,0.09,131.6,0.35,92.8,0.54,111.8,0.5,88.3
127.4,322.7,180.9,185.3,27.2,4.1,45.4,21.7,0.0,104.8,0.17,76.0,0.07,57.0,0.35,91.1,0.52,71.9,0.51,95.6,0.06,138.2,0.18,114.6,0.07,118.7,0.39,99.4,0.68,93.3,1.0,91.9
179.8,176.0,234.9,29.1,1.4,29.9,53.5,50.1,0.03,54.2,0.18,75.5,0.13,81.5,0.37,82.9,0.67,87.7,1.0,89.0,0.0,85.2,0.17,106.8,0.07,127.7,0.35,91.0,0.54,111.0,0.49,87.7
128.9,321.0,177.0,187.3,27.3,1.6,46.5,145.7,0.0,100.0,0.18,74.3,0.08,51.4,0.35,90.5,0.51,73.2,0.5,95.7,0.05,133.0,0.22,105.3,0.25,97.8,0.39,98.9,0.68,92.4,1.0,91.4
184.9,172.9,236.4,36.1,22.2,31.2,60.5,50.7,0.04,57.0,0.15,84.4,0.05,103.0,0.38,81.8,0.69,88.1,1.0,89.0,0.0,81.7,0.17,106.1,0.07,127.3,0.36,89.5,0.54,109.6,0.52,90.9
136.1,316.5,180.0,185.2,25.8,11.9,49.4,51.1,0.0,92.1,0.18,71.4,0.09,49.5,0.36,87.1,0.54,72.5,0.52,93.8,0.07,129.9,0.21,98.7,0.1,84.3,0.39,97.3,0.68,91.9,1.0,90.7
179.8,176.6,232.5,33.7,16.8,26.1,58.8,46.9,0.07,43.5,0.15,77.1,0.06,92.9,0.39,82.4,0.69,88.1,1.0,89.7,0.0,93.7,0.19,111.4,0.1,141.1,0.36,92.6,0.55,111.7,0.5,87.9
132.7,39.6,175.9,186.4,27.8,19.8,45.0,52.5,0.0,112.4,0.16,77.7,0.06,55.6,0.34,92.9,0.52,75.3,0.5,97.4,0.06,138.1,0.17,100.1,0.05,85.0,0.39,101.2,0.68,94.0,1.0,92.3
182.7,173.9,235.0,34.5,23.3,27.0,69.8,46.5,0.08,36.7,0.13,68.6,0.02,90.9,0.39,78.2,0.69,86.2,1.0,87.9,0.0,71.7,0.17,103.7,0.07,132.7,0.35,87.4,0.53,108.7,0.5,85.6
132.0,319.3,177.9,185.6,28.8,37.6,45.2,69.8,0.0,107.9,0.16,75.0,0.05,49.8,0.35,90.7,0.52,73.9,0.51,95.6,0.05,129.2,0.13,90.1,0.04,70.1,0.39,98.1,0.69,92.4,1.0,91.2
185.4,174.5,233.2,29.8,48.7,32.4,60.8,43.3,0.06,55.6,0.1,94.0,0.0,124.1,0.42,82.6,0.69,87.7,1.0,88.5,0.05,73.3,0.21,105.2,0.08,131.5,0.39,87.3,0.55,106.3,0.51,84.9
133.5,316.9,174.9,186.1,44.4,45.4,44.1,53.6,0.01,105.7,0.14,67.7,0.01,47.6,0.35,90.4,0.52,74.1,0.52,94.7,0.02,118.2,0.12,76.2,0.0,51.8,0.38,96.0,0.68,91.0,1.0,90.4
182.7,173.9,236.0,31.6,54.1,45.9,71.3,47.0,0.04,60.0,0.1,100.6,0.0,122.9,0.39,83.7,0.68,88.6,1.0,89.3,0.02,70.7,0.15,110.6,0.01,130.4,0.37,87.4,0.53,107.5,0.51,85.0
134.8,318.2,180.5,185.5,49.9,47.6,44.0,61.8,0.02,103.8,0.15,63.2,0.01,42.5,0.36,89.9,0.53,73.7,0.52,94.8,0.06,122.6,0.12,80.2,0.0,56.1,0.39,95.2,0.69,90.9,1.0,90.5
181.6,175.2,229.3,40.7,45.0,48.7,55.6,44.9,0.05,62.8,0.13,99.1,0.0,119.5,0.39,84.4,0.69,88.6,1.0,89.2,0.02,71.6,0.15,112.9,0.01,131.3,0.37,87.8,0.52,104.8,0.52,84.7
130.4,322.5,176.8,186.6,56.1,32.4,42.5,46.5,0.01,98.4,0.13,57.5,0.0,37.2,0.37,89.3,0.53,73.6,0.51,94.6,0.04,121.3,0.14,87.4,0.04,79.3,0.4,95.4,0.68,90.4,1.0,89.8
177.6,177.5,226.3,39.0,58.8,56.2,61.7,41.4,0.05,61.5,0.09,103.8,0.01,113.1,0.39,86.4,0.69,89.2,1.0,89.8,0.02,69.2,0.13,123.0,0.0,141.4,0.37,89.9,0.54,106.5,0.52,86.1
130.8,317.2,175.5,186.1,65.8,77.6,44.6,66.3,0.05,100.5,0.15,54.9,0.03,44.0,0.38,90.2,0.53,73.8,0.53,92.5,0.06,107.8,0.1,59.2,0.0,39.1,0.4,92.9,0.69,89.0,1.0,88.8
179.8,179.3,225.1,36.8,69.4,64.9,52.4,49.4,0.04,80.5,0.12,122.8,0.0,144.0,0.4,88.8,0.7,89.9,1.0,90.3,0.06,69.2,0.14,122.0,0.0,133.8,0.39,89.9,0.54,106.2,0.52,86.7
136.4,315.2,178.8,184.5,45.6,69.0,64.6,71.2,0.04,109.4,0.13,73.3,0.04,52.5,0.37,90.4,0.53,74.6,0.53,93.5,0.03,105.9,0.09,62.1,0.0,32.8,0.39,91.5,0.69,89.0,1.0,89.1
177.1,178.6,223.5,52.0,78.6,73.2,73.1,56.6,0.05,73.8,0.09,122.9,0.0,145.3,0.39,89.4,0.69,90.7,1.0,90.9,0.03,71.2,0.11,131.1,0.01,150.6,0.37,89.6,0.5,102.8,0.52,86.4
137.5,316.4,178.8,183.9,70.6,74.3,49.9,58.2,0.02,97.6,0.11,54.8,0.02,49.8,0.36,88.6,0.53,74.3,0.52,92.5,0.03,101.0,0.1,57.6,0.0,48.4,0.38,90.7,0.69,88.4,1.0,88.5
179.9,178.6,223.0,53.4,83.4,75.7,60.9,53.1,0.04,81.5,0.1,131.0,0.0,142.8,0.39,89.9,0.69,91.3,1.0,91.5,0.01,75.2,0.09,133.9,0.0,146.6,0.36,90.5,0.49,102.4,0.51,86.5
136.3,316.4,181.1,186.2,81.9,66.3,47.0,74.0,0.04,98.5,0.11,42.4,0.02,36.4,0.38,88.8,0.55,74.0,0.53,92.8,0.07,116.2,0.08,82.8,0.0,76.6,0.4,92.2,0.69,88.8,1.0,89.0
178.6,177.8,219.3,47.9,65.7,277.4,74.3,66.2,0.05,70.5,0.1,111.7,0.01,138.5,0.4,88.5,0.69,90.5,1.0,90.9,0.04,70.6,0.08,136.3,0.0,160.3,0.38,90.6,0.52,103.4,0.52,85.9
140.0,42.8,178.9,188.3,87.2,99.1,327.4,219.5,0.05,97.5,0.11,35.8,0.06,38.0,0.4,87.3,0.57,73.6,0.54,93.1,0.09,119.5,0.06,98.4,0.0,57.9,0.42,92.8,0.7,88.4,1.0,88.6
178.8,175.7,225.1,50.3,64.6,82.9,103.0,142.4,0.06,63.7,0.07,92.3,0.0,126.3,0.4,86.5,0.7,89.7,1.0,90.0,0.01,61.8,0.01,115.2,0.01,143.0,0.37,88.9,0.49,101.9,0.52,84.3
139.9,316.3,178.9,187.1,74.5,70.0,136.2,161.8,0.0,103.7,0.04,54.9,0.05,34.8,0.38,87.3,0.55,74.0,0.53,94.2,0.05,116.9,0.05,97.8,0.05,70.4,0.4,92.4,0.69,88.4,1.0,88.6
177.9,176.5,225.1,47.3,34.4,73.5,102.4,138.0,0.05,63.7,0.1,87.9,0.07,117.2,0.39,87.4,0.7,90.4,1.0,90.8,0.0,65.2,0.02,115.7,0.03,151.2,0.37,90.7,0.5,104.3,0.51,87.7
139.6,315.3,179.8,188.4,83.1,77.8,144.0,152.4,0.0,102.4,0.05,40.9,0.07,25.2,0.37,88.3,0.55,74.9,0.53,94.4,0.06,119.6,0.04,90.3,0.03,53.7,0.4,92.3,0.69,88.1,1.0,88.5
179.8,172.9,220.3,44.3,47.7,83.6,119.2,167.3,0.07,63.1,0.1,89.1,0.08,120.3,0.4,86.9,0.69,91.0,1.0,91.0,0.0,70.5,0.04,135.7,0.11,159.6,0.38,90.8,0.54,104.3,0.52,86.7
141.9,41.1,183.6,186.0,92.5,52.8,170.0,152.2,0.0,109.9,0.04,25.8,0.09,17.2,0.37,86.9,0.55,72.8,0.51,92.2,0.04,112.3,0.07,80.2,0.1,55.3,0.39,88.2,0.69,86.6,1.0,87.6
178.6,173.3,219.8,43.2,11.8,258.6,106.5,120.0,0.06,65.6,0.14,82.3,0.14,101.0,0.41,88.9,0.71,92.1,1.0,91.7,0.0,79.7,0.04,156.1,0.04,169.6,0.39,91.9,0.55,104.3,0.52,87.4
152.3,44.6,179.6,188.3,132.3,97.1,137.8,207.5,0.06,114.4,0.0,340.9,0.1,347.7,0.41,88.5,0.58,78.3,0.55,93.2,0.07,101.0,0.07,56.6,0.11,4.9,0.43,88.4,0.71,86.7,1.0,88.2
178.6,175.6,202.4,46.9,235.7,224.5,193.6,124.9,0.06,79.3,0.02,137.5,0.13,182.6,0.43,91.6,0.71,92.7,1.0,92.0,0.04,69.3,0.0,208.7,0.11,189.4,0.41,91.8,0.59,100.0,0.55,87.5
159.1,41.2,180.6,187.2,139.9,58.9,132.7,206.9,0.05,110.0,0.0,322.3,0.12,340.0,0.42,87.7,0.61,79.6,0.55,92.4,0.06,101.4,0.08,83.6,0.11,76.1,0.44,87.9,0.72,86.6,1.0,87.9
177.1,175.9,198.4,42.1,39.8,220.6,184.0,220.2,0.09,80.1,0.15,102.4,0.22,112.4,0.44,92.1,0.71,92.8,1.0,92.1,0.05,71.5,0.0,210.7,0.12,201.8,0.42,92.0,0.62,99.6,0.56,88.2
159.2,43.6,180.3,187.1,142.9,158.8,144.0,170.3,0.1,109.7,0.04,314.7,0.17,328.3,0.45,87.7,0.62,79.9,0.57,92.6,0.1,101.7,0.01,91.9,0.0,345.0,0.46,88.2,0.73,86.8,1.0,88.0
177.0,173.9,191.4,38.9,10.0,217.1,176.2,212.2,0.09,77.7,0.22,92.7,0.38,96.7,0.44,91.9,0.71,92.9,1.0,91.6,0.07,65.5,0.0,233.4,0.14,215.7,0.42,91.2,0.66,97.8,0.57,86.2
165.9,39.5,180.1,187.7,145.0,147.4,154.8,175.8,0.09,115.6,0.02,295.1,0.16,314.0,0.43,89.0,0.63,81.9,0.56,93.5,0.1,104.3,0.05,98.1,0.0,30.1,0.45,89.4,0.72,87.5,1.0,88.7
177.6,173.9,189.5,40.9,12.6,214.5,174.6,204.6,0.08,71.4,0.2,89.5,0.31,94.1,0.44,89.9,0.71,91.5,1.0,90.6,0.06,57.9,0.0,261.8,0.14,231.1,0.41,90.1,0.64,96.5,0.56,84.9
164.4,38.2,179.6,187.8,151.8,163.8,157.9,170.2,0.11,114.0,0.03,276.5,0.18,304.0,0.44,89.5,0.64,82.0,0.57,92.9,0.11,100.5,0.05,100.2,0.0,0.6,0.46,88.8,0.73,87.2,1.0,88.5
178.2,173.9,194.5,47.3,248.6,208.8,151.3,197.5,0.08,65.7,0.04,92.6,0.0,154.0,0.44,88.5,0.69,90.5,1.0,89.9,0.07,50.8,0.02,283.7,0.17,248.0,0.42,87.1,0.61,95.2,0.57,82.9
167.9,37.3,178.1,187.5,160.5,169.6,162.3,164.4,0.09,127.3,0.05,234.8,0.19,279.5,0.42,92.6,0.63,84.8,0.56,96.4,0.09,112.8,0.0,185.2,0.04,267.1,0.44,92.7,0.72,89.5,1.0,90.1
182.7,172.1,193.9,46.3,200.7,203.0,191.3,185.6,0.1,62.6,0.0,310.4,0.09,255.2,0.45,86.1,0.7,89.7,1.0,89.5,0.11,52.5,0.04,309.2,0.19,265.5,0.44,85.7,0.63,93.7,0.58,81.8
168.8,36.7,176.4,189.1,160.8,166.4,167.2,171.3,0.08,129.6,0.05,239.7,0.2,276.2,0.41,93.4,0.63,85.6,0.56,96.7,0.08,116.0,0.0,162.2,0.04,266.5,0.43,93.7,0.71,89.7,1.0,90.4
181.5,172.7,189.2,49.3,198.1,200.7,194.5,186.7,0.1,65.7,0.0,304.7,0.09,254.7,0.46,86.9,0.7,89.8,1.0,89.3,0.12,53.1,0.05,313.0,0.2,268.6,0.44,86.0,0.63,92.6,0.58,81.1
169.1,36.0,177.3,189.5,161.3,171.5,166.2,164.3,0.1,127.2,0.04,229.5,0.19,276.3,0.42,94.0,0.64,86.4,0.56,97.1,0.09,112.9,0.0,186.2,0.04,264.0,0.44,93.2,0.71,89.8,1.0,90.8
180.9,173.2,185.2,46.3,198.6,200.1,186.2,188.1,0.08,61.8,0.0,295.5,0.12,260.7,0.45,85.9,0.7,88.9,1.0,88.6,0.1,52.1,0.04,309.3,0.2,269.4,0.44,86.3,0.63,91.7,0.58,81.6
171.8,223.6,176.6,189.8,162.8,166.1,168.6,166.8,0.09,132.2,0.06,239.5,0.21,274.1,0.43,94.9,0.66,88.1,0.76,92.1,0.08,118.3,0.0,201.3,0.06,273.0,0.43,94.7,0.7,90.9,1.0,91.7
184.3,64.3,184.9,161.8,197.4,199.0,183.1,184.9,0.08,62.1,0.0,296.9,0.11,265.9,0.44,86.0,0.64,89.6,0.61,79.1,0.09,52.6,0.04,301.2,0.19,268.6,0.44,85.3,0.66,90.7,1.0,88.4
174.4,207.3,178.0,190.2,161.2,169.7,170.2,162.5,0.09,131.8,0.04,234.0,0.2,273.6,0.44,95.4,0.69,89.2,0.84,91.9,0.08,118.4,0.0,203.4,0.05,265.3,0.44,94.7,0.72,91.2,1.0,92.3
179.5,72.4,181.2,164.7,203.5,199.7,197.4,187.9,0.1,61.7,0.0,34.9,0.0,250.5,0.44,85.8,0.64,88.2,0.62,78.4,0.11,51.2,0.05,313.2,0.19,269.4,0.44,84.9,0.68,89.6,1.0,87.9
175.4,197.8,178.5,213.8,161.9,168.2,171.2,152.8,0.08,132.6,0.04,236.4,0.2,273.9,0.43,95.4,0.68,89.7,1.0,91.9,0.07,120.4,0.0,215.9,0.07,283.5,0.43,95.6,0.69,92.3,0.81,96.5
179.8,67.9,184.6,163.1,197.1,198.4,183.3,187.7,0.1,65.2,0.0,352.1,0.06,269.7,0.45,86.6,0.64,88.7,0.62,78.5,0.12,52.0,0.05,316.8,0.2,268.6,0.45,83.8,0.68,89.4,1.0,87.7
177.5,196.2,179.6,253.7,159.3,168.6,174.4,171.6,0.08,134.3,0.03,232.2,0.19,272.2,0.42,95.9,0.68,90.4,1.0,92.4,0.07,124.1,0.0,203.6,0.04,252.4,0.42,96.4,0.66,93.1,0.7,100.6
179.7,92.3,184.4,165.3,192.6,197.3,199.7,189.6,0.09,65.0,0.0,8.5,0.04,263.1,0.44,86.8,0.66,88.9,0.68,80.0,0.11,48.2,0.05,311.7,0.2,268.1,0.44,82.0,0.68,88.0,1.0,87.0
179.2,193.6,181.6,213.0,158.8,168.1,175.6,148.4,0.08,135.2,0.03,230.8,0.19,271.5,0.43,96.3,0.68,91.4,1.0,92.8,0.07,124.4,0.0,193.6,0.03,276.4,0.43,96.0,0.67,93.5,0.79,97.8
177.8,73.5,180.3,166.2,198.4,200.9,187.3,183.7,0.1,61.5,0.0,351.3,0.06,266.1,0.45,85.3,0.63,87.0,0.62,77.8,0.11,51.7,0.05,303.7,0.21,267.1,0.45,84.8,0.69,88.9,1.0,87.3
177.3,197.2,181.7,196.6,161.0,170.3,174.5,153.5,0.09,133.7,0.03,228.8,0.2,271.5,0.47,97.1,0.76,91.8,0.97,93.2,0.07,124.1,0.0,202.0,0.04,265.9,0.48,95.8,0.77,93.3,1.0,95.9
177.8,68.9,181.7,166.7,198.2,201.6,177.9,182.4,0.09,62.9,0.0,330.9,0.08,273.0,0.44,86.9,0.65,88.6,0.62,78.1,0.11,51.4,0.05,296.3,0.21,265.2,0.44,84.1,0.69,88.7,1.0,87.4
178.7,192.0,184.3,63.4,161.1,171.2,173.1,151.0,0.08,134.1,0.02,224.1,0.17,271.6,0.43,97.1,0.68,92.3,1.0,93.2,0.05,126.8,0.0,207.0,0.04,270.7,0.41,96.5,0.62,95.2,0.58,104.4
177.4,72.7,182.3,165.8,195.2,200.5,181.5,183.6,0.07,60.2,0.0,317.8,0.08,274.5,0.43,85.9,0.63,87.5,0.62,77.4,0.1,48.4,0.04,300.8,0.2,266.7,0.44,82.7,0.68,87.8,1.0,86.4
179.4,191.4,183.5,62.8,162.0,169.7,169.7,141.3,0.07,133.6,0.02,227.8,0.17,273.9,0.43,96.5,0.69,92.2,1.0,93.2,0.06,125.3,0.0,214.9,0.05,283.6,0.42,95.9,0.62,94.4,0.58,103.8
175.1,77.6,179.6,167.5,194.6,199.7,178.9,187.1,0.09,62.8,0.0,325.4,0.1,273.5,0.44,85.3,0.63,86.1,0.62,76.5,0.11,49.4,0.05,309.9,0.21,266.3,0.45,83.1,0.69,87.3,1.0,85.9
180.4,249.9,187.2,181.4,157.9,172.5,178.3,158.6,0.09,141.4,0.03,222.4,0.19,272.2,0.42,101.7,0.66,97.0,0.7,101.8,0.06,120.8,0.0,216.6,0.08,272.7,0.43,94.9,0.7,94.9,1.0,95.2
168.3,144.7,175.1,175.8,198.1,203.9,176.9,179.9,0.05,55.0,0.0,299.6,0.11,271.2,0.43,85.5,0.64,84.4,0.76,78.1,0.08,41.0,0.04,291.6,0.21,264.1,0.43,81.6,0.7,84.2,1.0,84.5
183.0,40.3,188.2,182.4,159.5,164.5,172.9,174.6,0.07,143.1,0.03,234.4,0.19,275.6,0.4,101.2,0.63,97.6,0.56,105.2,0.02,121.9,0.0,258.3,0.15,278.9,0.42,93.4,0.7,94.2,1.0,95.2
171.4,178.1,173.1,136.8,193.9,206.3,182.7,179.0,0.05,66.7,0.0,282.1,0.16,262.1,0.44,87.6,0.69,86.4,1.0,85.1,0.09,41.3,0.03,295.7,0.21,262.8,0.43,80.4,0.66,82.7,0.75,78.1
196.6,40.2,190.3,181.0,161.6,161.7,168.6,176.3,0.07,137.1,0.02,233.8,0.18,278.6,0.42,99.6,0.63,100.9,0.57,105.5,0.03,101.9,0.0,293.3,0.17,291.2,0.44,90.9,0.72,93.7,1.0,95.2
171.9,176.9,167.0,50.5,196.5,204.0,190.7,182.1,0.05,68.6,0.0,268.5,0.17,250.7,0.44,87.2,0.7,86.1,1.0,84.6,0.09,40.3,0.04,297.3,0.22,263.5,0.42,80.0,0.66,80.3,0.61,74.3
187.9,37.4,189.4,181.6,165.2,161.7,163.8,178.7,0.08,134.8,0.04,227.5,0.19,277.5,0.43,99.1,0.66,97.8,0.57,104.7,0.06,95.1,0.0,315.3,0.15,294.9,0.45,90.4,0.73,93.3,1.0,95.1
172.6,177.3,155.4,39.1,197.8,203.4,187.5,177.6,0.06,75.2,0.0,248.0,0.18,246.0,0.45,87.2,0.71,85.8,1.0,84.4,0.09,42.8,0.03,303.3,0.2,266.6,0.42,79.1,0.62,75.9,0.58,74.1
192.1,75.8,189.3,181.3,166.2,163.8,166.2,169.8,0.07,135.9,0.03,225.1,0.18,273.8,0.41,100.2,0.57,100.1,0.56,104.8,0.04,100.0,0.0,294.5,0.18,295.5,0.44,91.6,0.72,94.2,1.0,95.7
172.3,178.0,158.1,54.1,196.9,202.3,186.0,176.9,0.05,75.6,0.0,249.0,0.19,247.7,0.44,86.9,0.71,85.4,1.0,84.0,0.09,41.9,0.03,305.4,0.2,269.2,0.41,78.8,0.61,76.5,0.58,73.6
203.7,30.0,190.1,180.4,170.6,163.0,163.0,129.5,0.09,137.5,0.05,218.3,0.18,269.2,0.43,101.0,0.62,104.2,0.57,106.2,0.07,100.1,0.0,300.8,0.1,325.1,0.45,91.9,0.72,94.6,1.0,96.0
172.2,178.4,154.0,83.1,193.9,199.7,200.5,180.6,0.09,81.2,0.0,236.3,0.16,235.2,0.46,87.2,0.72,85.3,1.0,83.9,0.11,43.4,0.05,313.3,0.2,271.0,0.43,78.7,0.6,75.5,0.59,73.7
209.5,21.9,189.4,180.4,169.5,102.2,165.4,185.5,0.04,137.6,0.0,217.7,0.14,267.2,0.39,101.6,0.6,106.4,0.52,107.7,0.02,99.6,0.02,56.4,0.09,21.0,0.42,92.4,0.72,94.9,1.0,96.2
172.4,178.2,151.9,67.0,191.9,198.7,194.6,182.2,0.09,82.4,0.0,241.0,0.18,242.3,0.45,87.3,0.72,85.3,1.0,83.7,0.11,41.0,0.06,314.1,0.21,273.2,0.42,78.0,0.57,74.7,0.57,73.4
212.9,25.2,185.1,183.7,177.6,163.4,166.2,179.5,0.09,133.7,0.06,211.8,0.18,257.6,0.42,102.3,0.61,108.1,0.53,109.7,0.06,95.5,0.0,318.1,0.15,297.9,0.45,93.5,0.73,95.0,1.0,96.7
172.4,178.3,147.8,10.5,199.4,192.7,182.6,180.8,0.06,84.4,0.0,217.8,0.17,239.2,0.44,87.6,0.72,85.3,1.0,83.7,0.09,41.8,0.05,313.3,0.2,279.7,0.41,78.3,0.6,72.9,0.51,73.3
214.0,18.6,185.2,183.8,176.9,163.2,170.7,180.8,0.11,131.6,0.06,208.1,0.18,255.1,0.44,102.0,0.62,108.2,0.52,108.7,0.07,93.3,0.0,333.3,0.14,299.2,0.46,92.9,0.73,94.7,1.0,96.5
172.4,178.5,146.2,11.3,194.0,191.0,186.8,182.9,0.07,86.6,0.0,227.0,0.17,242.0,0.44,87.7,0.72,85.1,1.0,83.5,0.1,40.9,0.06,317.8,0.21,282.0,0.41,77.9,0.61,72.1,0.51,72.5
212.9,8.0,185.0,183.5,178.0,163.3,174.7,181.8,0.08,137.0,0.07,219.6,0.21,252.8,0.4,103.3,0.62,109.4,0.51,108.4,0.05,93.3,0.0,317.0,0.18,295.7,0.43,93.0,0.73,94.9,1.0,96.5
174.1,177.0,147.9,8.0,194.9,185.8,184.7,182.9,0.07,85.4,0.0,224.9,0.16,242.1,0.44,87.2,0.72,85.3,1.0,83.7,0.09,45.1,0.07,318.0,0.22,284.5,0.4,77.8,0.62,71.8,0.5,72.7
214.2,12.2,185.3,182.8,179.0,162.0,176.0,184.0,0.09,133.7,0.06,215.9,0.2,250.4,0.42,103.2,0.63,109.8,0.49,109.2,0.05,94.0,0.0,322.0,0.16,296.6,0.44,93.3,0.74,95.2,1.0,96.7
173.3,176.6,147.2,8.8,196.0,187.7,185.4,176.9,0.06,80.9,0.0,235.4,0.18,244.4,0.44,86.8,0.72,85.0,1.0,83.3,0.1,43.8,0.07,316.6,0.22,287.2,0.41,77.1,0.62,71.2,0.51,71.9
215.5,8.2,186.7,182.2,182.3,162.7,172.0,180.5,0.09,129.1,0.06,212.2,0.19,250.4,0.42,101.8,0.62,109.4,0.53,108.0,0.06,89.7,0.0,330.1,0.17,299.7,0.45,91.9,0.74,94.6,1.0,96.3
174.8,176.0,145.2,5.6,195.4,185.2,185.9,178.9,0.06,83.3,0.0,228.9,0.18,242.3,0.44,86.6,0.72,85.0,1.0,83.3,0.1,44.9,0.07,320.7,0.22,288.7,0.41,76.9,0.62,70.2,0.51,71.9
216.7,6.8,184.5,182.3,182.8,163.8,175.2,178.8,0.07,124.4,0.03,218.2,0.18,252.3,0.41,101.0,0.62,109.3,0.55,108.1,0.04,81.4,0.0,337.2,0.15,306.4,0.44,91.2,0.73,93.9,1.0,95.7
172.2,177.5,141.8,11.4,199.7,185.8,179.8,183.2,0.07,89.4,0.0,199.3,0.15,236.1,0.46,88.6,0.73,85.8,1.0,83.8,0.1,49.2,0.06,325.8,0.19,288.0,0.42,79.3,0.63,71.6,0.55,72.3
218.8,4.0,183.4,184.1,183.7,160.6,173.7,182.9,0.07,127.9,0.06,220.5,0.2,251.7,0.42,101.8,0.63,110.7,0.54,108.6,0.04,86.2,0.0,339.7,0.13,306.8,0.45,92.3,0.74,94.2,1.0,96.0
175.0,175.9,142.7,6.8,198.4,184.1,178.5,181.7,0.06,89.4,0.0,205.5,0.15,238.0,0.45,87.3,0.73,85.3,1.0,83.3,0.1,45.1,0.07,322.5,0.21,289.2,0.41,77.5,0.63,69.9,0.53,71.5
220.7,8.4,186.7,181.8,180.4,158.2,177.1,183.4,0.09,129.4,0.06,218.6,0.2,249.8,0.43,101.4,0.63,110.3,0.55,106.3,0.06,89.3,0.0,348.2,0.13,307.8,0.46,91.9,0.74,94.6,1.0,96.2
174.3,175.6,141.5,5.9,203.8,183.7,174.0,181.8,0.04,81.9,0.0,212.7,0.16,240.2,0.44,86.5,0.72,84.8,1.0,82.9,0.09,41.1,0.08,319.0,0.23,289.0,0.4,76.8,0.63,68.8,0.5,71.1
241.7,171.4,174.5,190.3,32.2,40.8,67.6,300.1,0.02,153.6,0.34,126.7,0.23,101.2,0.37,100.3,0.73,116.1,0.78,116.7,0.0,25.0,0.36,46.0,0.22,74.4,0.41,78.9,0.76,84.1,1.0,88.0
250.4,104.7,115.9,1.8,42.9,33.0,58.8,64.4,0.0,160.3,0.38,135.0,0.22,108.2,0.42,99.0,0.52,106.9,1.0,93.1,0.01,27.6,0.35,51.3,0.22,78.4,0.39,77.9,0.77,60.2,0.56,68.3
239.5,45.3,171.4,193.9,33.1,41.1,61.0,54.7,0.01,151.5,0.33,126.6,0.19,102.2,0.35,100.4,0.7,115.5,0.66,107.8,0.0,26.2,0.36,46.6,0.2,75.3,0.38,78.5,0.73,83.2,1.0,88.1
222.6,130.9,114.7,23.8,41.6,31.5,56.6,58.7,0.02,157.4,0.38,133.8,0.21,106.7,0.42,100.0,0.6,104.7,1.0,93.2,0.0,27.8,0.34,52.6,0.19,78.9,0.38,78.3,0.78,58.9,0.64,70.5
