angle_right_shoulder_hip_knee,angle_right_hip_knee_ankle,angle_left_shoulder_hip_knee,angle_left_hip_knee_ankle,angle_right_elbow_shoulder_hip,angle_left_elbow_shoulder_hip,angle_right_wrist_elbow_shoulder,angle_left_wrist_elbow_shoulder,ndright_shoulder,aright_shoulder,ndright_elbow,aright_elbow,ndright_wrist,aright_wrist,ndright_hip,aright_hip,ndright_knee,aright_knee,ndright_ankle,aright_ankle,ndleft_shoulder,aleft_shoulder,ndleft_elbow,aleft_elbow,ndleft_wrist,aleft_wrist,ndleft_hip,aleft_hip,ndleft_knee,aleft_knee,ndleft_ankle,aleft_ankle,pose
246.9,42.9,179.3,179.3,173.1,180.1,166.9,202.9,0.03,129.9,0.0,234.3,0.19,269.9,0.43,99.7,0.6,116.3,0.59,105.5,0.01,57.7,0.01,313.1,0.17,277.0,0.47,87.1,0.71,89.4,1.0,90.6,1.0
181.9,178.7,117.2,22.3,176.7,186.4,162.2,195.3,0.01,124.2,0.0,228.4,0.17,263.7,0.44,93.1,0.7,90.9,1.0,89.3,0.02,45.2,0.0,312.9,0.17,272.3,0.41,80.2,0.6,63.7,0.52,77.6,1.0
229.9,41.3,147.2,184.1,255.2,180.8,35.9,281.8,0.14,206.4,0.38,204.2,0.25,223.4,0.16,156.7,0.34,153.0,0.3,158.6,0.0,322.4,0.06,314.8,0.05,301.3,0.1,112.1,0.57,96.5,1.0,95.5,5.0
216.0,179.6,113.0,143.3,157.6,111.7,28.8,328.7,0.0,181.2,0.12,230.3,0.08,231.8,0.13,68.7,0.59,81.2,1.0,83.2,0.18,334.1,0.42,335.0,0.27,318.1,0.18,19.5,0.29,19.9,0.32,17.2,5.0
232.6,58.8,150.2,183.8,256.1,156.4,43.3,31.6,0.13,201.5,0.39,202.2,0.26,222.7,0.17,158.7,0.32,156.3,0.3,162.3,0.0,300.5,0.07,308.4,0.03,292.7,0.09,119.1,0.57,98.9,1.0,96.9,5.0
206.7,179.6,100.0,132.9,190.2,110.5,25.2,334.4,0.0,210.8,0.14,221.0,0.1,224.4,0.08,76.9,0.56,83.7,1.0,84.7,0.15,325.4,0.37,331.3,0.22,313.2,0.13,23.9,0.26,18.5,0.28,14.6,5.0
242.2,66.2,155.0,181.6,252.1,153.9,46.9,321.0,0.09,205.8,0.34,204.1,0.23,227.4,0.11,153.9,0.26,154.9,0.23,163.0,0.0,313.2,0.1,316.9,0.06,305.3,0.06,105.1,0.55,96.1,1.0,95.1,5.0
207.7,177.7,93.3,117.6,192.2,115.7,23.0,321.5,0.0,218.9,0.21,224.3,0.12,231.7,0.06,74.7,0.55,84.0,1.0,84.5,0.13,328.8,0.37,330.4,0.23,308.7,0.11,19.7,0.23,13.8,0.24,7.1,5.0
242.0,30.2,153.3,182.4,243.5,167.3,57.8,284.3,0.09,212.5,0.35,210.3,0.28,236.7,0.07,159.4,0.27,156.8,0.17,168.1,0.0,322.2,0.17,316.2,0.16,307.2,0.02,96.2,0.54,92.5,1.0,92.9,5.0
198.3,181.1,59.8,198.2,202.2,122.1,16.1,304.9,0.0,224.7,0.25,224.8,0.14,230.4,0.0,89.4,0.51,86.5,1.0,86.5,0.06,323.4,0.31,327.9,0.25,300.6,0.02,28.1,0.11,8.6,0.17,357.4,5.0
6.6,94.8,166.7,173.8,217.2,157.6,45.9,25.3,0.13,228.1,0.39,221.1,0.3,249.0,0.0,154.2,0.11,232.6,0.13,284.8,0.1,330.1,0.39,318.9,0.34,316.5,0.06,51.2,0.54,86.0,1.0,87.5,5.0
183.4,187.4,0.2,197.2,220.3,150.1,13.1,310.9,0.1,214.6,0.36,216.7,0.23,220.9,0.07,133.7,0.51,96.1,1.0,93.3,0.09,316.9,0.35,319.2,0.25,288.1,0.0,61.2,0.01,335.5,0.09,306.9,5.0
3.9,77.1,172.5,174.3,206.5,149.3,52.8,24.8,0.13,224.6,0.38,222.8,0.3,252.3,0.0,145.3,0.12,228.4,0.09,272.7,0.1,334.5,0.39,321.8,0.35,320.2,0.09,46.9,0.56,83.2,1.0,85.8,5.0
184.2,185.8,4.4,187.7,223.6,142.7,23.4,313.1,0.11,217.0,0.39,216.6,0.24,227.8,0.07,136.9,0.52,97.3,1.0,94.1,0.1,309.2,0.35,317.3,0.26,287.2,0.0,60.1,0.07,307.3,0.13,297.7,5.0
271.5,31.2,177.7,172.0,198.7,155.4,49.8,19.4,0.18,229.4,0.43,223.6,0.35,250.4,0.0,120.3,0.09,141.3,0.05,62.5,0.15,341.7,0.41,319.1,0.34,318.3,0.16,45.2,0.57,82.4,1.0,85.4,5.0
180.6,186.5,9.5,188.1,225.5,153.6,14.9,310.8,0.13,217.6,0.4,217.3,0.29,221.6,0.09,140.7,0.52,98.3,1.0,94.6,0.09,312.9,0.36,316.5,0.27,287.6,0.0,71.2,0.01,311.2,0.09,295.4,5.0
3.1,52.6,183.4,171.6,185.8,154.2,2.5,33.5,0.16,230.7,0.46,227.7,0.27,227.2,0.0,71.8,0.13,227.2,0.13,307.1,0.16,347.8,0.4,318.2,0.27,310.7,0.2,42.2,0.58,80.5,1.0,84.0,5.0
178.3,186.7,5.0,181.9,226.6,160.3,2.1,8.4,0.17,214.6,0.43,216.8,0.21,216.9,0.15,146.0,0.55,101.0,1.0,96.5,0.15,306.8,0.33,310.5,0.15,314.0,0.0,69.6,0.15,300.9,0.2,298.7,5.0
14.7,48.3,187.4,172.1,187.9,143.5,2.7,13.1,0.16,235.9,0.41,230.1,0.23,231.3,0.0,40.9,0.01,217.5,0.05,327.0,0.16,338.7,0.44,318.5,0.27,318.5,0.2,39.1,0.59,77.5,1.0,81.9,5.0
169.3,188.3,12.5,208.8,233.9,172.9,1.8,9.0,0.14,218.7,0.38,218.8,0.21,217.8,0.14,145.8,0.54,102.1,1.0,97.3,0.1,312.0,0.3,311.1,0.09,302.7,0.0,105.6,0.02,294.8,0.04,289.3,5.0
21.9,112.8,196.1,167.6,191.8,132.2,9.9,12.2,0.08,233.7,0.24,227.4,0.16,225.6,0.09,54.2,0.02,88.8,0.0,293.2,0.17,337.7,0.39,324.1,0.22,324.0,0.24,38.5,0.57,76.5,1.0,81.2,5.0
166.4,189.3,29.0,61.4,233.0,178.5,6.5,15.3,0.2,216.3,0.44,219.1,0.28,221.1,0.21,148.2,0.57,103.2,1.0,97.9,0.12,316.9,0.33,311.3,0.21,305.6,0.09,111.2,0.0,168.6,0.09,160.8,5.0
221.5,42.7,205.4,168.1,192.9,100.1,5.1,24.0,0.01,223.3,0.13,220.3,0.0,218.6,0.07,54.3,0.09,58.6,0.12,14.0,0.08,328.5,0.36,332.3,0.15,350.6,0.2,38.6,0.54,74.6,1.0,80.3,5.0
155.1,193.5,19.7,48.1,251.3,185.1,18.4,0.8,0.18,205.9,0.43,209.0,0.22,188.7,0.26,147.0,0.58,104.7,1.0,99.2,0.1,328.0,0.26,317.2,0.13,324.1,0.15,122.8,0.0,206.9,0.04,178.2,5.0
6.2,81.6,210.8,167.0,112.1,84.0,17.5,31.6,0.0,187.1,0.07,171.8,0.01,176.2,0.07,48.3,0.0,54.1,0.08,355.8,0.06,337.7,0.32,343.1,0.12,12.0,0.2,35.9,0.55,75.6,1.0,80.9,5.0
150.8,195.0,0.5,239.9,274.0,181.3,33.7,14.0,0.14,214.0,0.39,201.8,0.17,176.0,0.23,147.1,0.56,104.0,1.0,98.9,0.07,350.8,0.27,333.6,0.07,330.8,0.14,124.6,0.0,72.6,0.02,272.6,5.0
23.1,30.5,214.6,164.8,75.6,78.5,30.3,39.1,0.0,175.7,0.04,145.0,0.03,165.8,0.12,39.0,0.03,89.1,0.04,28.7,0.12,334.5,0.37,342.9,0.18,15.5,0.23,27.7,0.56,74.0,1.0,79.5,5.0
151.7,192.9,0.9,162.1,276.8,177.0,33.2,10.1,0.14,211.6,0.41,199.0,0.18,174.0,0.23,148.7,0.57,104.8,1.0,99.0,0.05,356.4,0.22,339.9,0.08,1.0,0.12,125.5,0.0,18.3,0.07,0.9,5.0
25.3,60.4,211.3,167.7,205.2,68.5,37.1,317.8,0.0,185.9,0.21,185.6,0.08,143.1,0.11,42.7,0.05,37.7,0.21,15.6,0.1,339.3,0.37,352.1,0.18,21.3,0.22,30.9,0.57,74.0,1.0,79.9,5.0
153.6,192.4,99.9,271.1,74.0,149.2,41.3,14.7,0.15,205.7,0.42,192.2,0.19,167.2,0.21,157.3,0.55,108.3,1.0,101.3,0.0,331.5,0.21,347.0,0.0,354.7,0.1,142.9,0.17,112.7,0.35,130.8,5.0
19.6,56.4,215.7,165.2,133.5,59.1,56.7,307.4,0.0,203.5,0.21,179.3,0.12,134.8,0.12,39.6,0.07,35.0,0.25,15.0,0.11,340.0,0.37,355.4,0.23,23.3,0.25,29.3,0.58,72.2,1.0,78.1,5.0
146.4,191.6,121.5,233.6,64.5,138.2,85.6,310.3,0.09,204.8,0.35,190.1,0.33,177.3,0.22,153.3,0.56,108.5,1.0,101.7,0.0,334.5,0.21,356.2,0.1,20.1,0.1,142.9,0.31,114.0,0.54,123.9,5.0
242.2,133.2,208.3,193.3,126.0,46.9,199.0,308.4,0.0,146.7,0.26,152.8,0.32,156.0,0.33,38.3,0.66,64.6,0.9,59.4,0.2,351.0,0.55,0.9,0.38,30.6,0.39,23.1,0.68,51.5,1.0,66.7,5.0
153.2,192.5,52.2,315.5,66.4,133.5,55.8,297.0,0.23,193.9,0.49,183.6,0.35,153.6,0.35,150.0,0.61,114.5,1.0,106.1,0.0,348.0,0.23,8.6,0.2,54.3,0.24,142.2,0.21,130.0,0.38,139.5,5.0
150.1,129.6,229.8,168.0,141.4,47.1,69.3,307.7,0.0,162.6,0.23,167.0,0.22,131.5,0.24,37.1,0.29,30.6,0.54,37.4,0.14,350.0,0.42,358.0,0.29,33.6,0.28,19.8,0.56,66.7,1.0,76.0,5.0
149.9,194.1,101.4,245.3,63.4,144.1,53.1,301.6,0.21,194.7,0.48,183.5,0.32,150.7,0.33,152.7,0.61,113.9,1.0,106.1,0.0,0.6,0.25,2.1,0.21,48.6,0.23,140.3,0.31,116.3,0.5,122.2,5.0
240.3,174.8,86.6,42.5,114.7,44.6,122.1,302.5,0.0,163.1,0.2,150.9,0.26,135.0,0.28,40.5,0.61,68.2,1.0,75.1,0.13,346.4,0.39,358.1,0.28,35.2,0.3,21.6,0.36,7.5,0.42,32.6,5.0
145.6,194.1,5.2,295.9,59.6,116.3,58.5,251.6,0.2,202.0,0.47,186.6,0.32,149.7,0.34,153.4,0.61,113.6,1.0,105.9,0.0,8.3,0.22,25.7,0.25,41.4,0.26,139.7,0.17,139.4,0.27,165.2,5.0
238.5,77.1,228.6,163.6,118.6,51.6,182.9,302.9,0.0,129.9,0.2,144.9,0.33,147.4,0.3,39.5,0.46,57.2,0.53,43.2,0.15,341.4,0.37,351.7,0.26,31.5,0.32,21.8,0.61,67.2,1.0,73.8,5.0
140.1,192.5,127.5,184.4,57.8,146.4,53.6,102.2,0.16,204.8,0.4,190.3,0.24,150.6,0.33,153.8,0.61,114.7,1.0,106.2,0.0,345.1,0.21,354.2,0.32,30.8,0.29,139.5,0.59,114.4,0.96,107.4,5.0
263.1,47.7,231.4,162.8,125.8,50.0,179.6,305.4,0.0,142.1,0.19,152.5,0.36,153.5,0.29,37.4,0.32,49.9,0.36,39.1,0.15,341.0,0.35,351.0,0.24,34.1,0.35,22.5,0.61,65.8,1.0,73.0,5.0
133.9,194.1,67.3,5.5,305.2,150.9,51.3,104.7,0.16,202.7,0.39,191.7,0.24,155.1,0.35,158.2,0.61,116.7,1.0,108.2,0.0,336.9,0.24,352.6,0.33,22.5,0.28,145.8,0.26,121.8,0.32,151.5,5.0
260.6,141.2,233.9,163.5,197.7,54.3,119.1,45.9,0.0,150.8,0.23,185.4,0.38,161.1,0.29,33.3,0.44,66.5,0.67,67.6,0.15,345.9,0.35,349.6,0.22,31.8,0.36,22.8,0.63,65.2,1.0,72.5,5.0
126.8,194.6,46.5,16.0,306.2,159.0,43.2,127.6,0.16,196.6,0.35,192.1,0.21,152.5,0.35,160.4,0.61,116.6,1.0,108.3,0.0,349.3,0.23,353.5,0.37,15.1,0.27,151.3,0.2,117.6,0.23,156.7,5.0
44.7,110.9,238.1,167.8,199.6,62.3,166.4,8.3,0.0,342.7,0.16,191.5,0.35,182.6,0.33,24.6,0.25,1.5,0.36,348.6,0.17,352.9,0.35,345.7,0.16,3.4,0.42,22.0,0.66,59.0,1.0,68.6,5.0
121.9,195.2,118.9,188.6,292.4,161.9,2.2,170.6,0.19,188.1,0.35,196.1,0.15,180.1,0.42,159.8,0.65,121.0,1.0,112.1,0.0,205.1,0.18,349.4,0.39,355.4,0.33,154.9,0.62,121.2,0.91,114.6,5.0
184.0,143.5,234.7,169.7,185.7,159.6,181.2,196.0,0.0,228.4,0.23,201.7,0.46,200.3,0.3,24.8,0.35,25.5,0.48,16.8,0.18,352.0,0.16,333.8,0.19,283.3,0.41,22.2,0.65,59.5,1.0,69.2,5.0
127.0,193.3,149.5,74.4,15.8,159.6,20.1,195.1,0.15,202.1,0.17,186.8,0.14,258.6,0.38,159.0,0.64,118.8,1.0,110.1,0.0,328.7,0.23,348.0,0.48,342.1,0.29,151.1,0.41,142.7,0.46,163.2,5.0
180.8,142.0,237.8,168.0,186.5,158.7,178.9,196.9,0.0,258.3,0.22,203.7,0.46,202.1,0.3,23.0,0.37,23.7,0.48,15.5,0.17,346.2,0.17,329.7,0.2,282.0,0.42,19.4,0.66,58.9,1.0,68.5,5.0
123.1,195.3,149.1,58.6,15.8,160.4,24.6,196.1,0.17,198.9,0.18,188.4,0.13,261.5,0.42,159.4,0.66,119.5,1.0,111.3,0.0,345.9,0.23,351.7,0.47,343.7,0.34,151.8,0.5,142.2,0.49,162.9,5.0
195.3,107.3,238.3,167.0,182.7,179.2,182.9,178.9,0.0,171.7,0.22,198.6,0.45,198.6,0.29,26.7,0.41,30.2,0.49,15.5,0.16,344.6,0.14,336.6,0.17,274.7,0.41,20.2,0.64,59.5,1.0,69.1,5.0
122.7,194.9,145.5,54.6,66.9,162.2,80.1,193.9,0.17,203.3,0.16,201.0,0.13,267.3,0.42,159.9,0.65,120.3,1.0,111.3,0.0,44.1,0.21,354.7,0.46,345.3,0.35,150.4,0.53,139.6,0.52,162.0,5.0
185.3,101.5,239.4,167.7,185.8,190.1,180.1,170.4,0.0,188.7,0.23,198.4,0.47,198.7,0.32,25.5,0.46,26.9,0.52,12.4,0.17,340.4,0.14,322.3,0.19,267.4,0.43,18.0,0.65,58.5,1.0,68.6,5.0
122.2,194.0,148.8,58.5,32.5,159.5,43.6,195.5,0.18,206.6,0.17,201.0,0.16,269.0,0.44,161.1,0.66,121.7,1.0,111.9,0.0,322.5,0.21,351.3,0.47,343.9,0.36,153.2,0.53,142.9,0.53,166.0,5.0
164.5,144.8,242.7,169.0,183.4,183.4,183.9,178.1,0.0,75.9,0.23,197.9,0.46,197.1,0.34,25.1,0.45,20.9,0.52,12.7,0.17,343.6,0.14,319.4,0.18,262.9,0.44,17.9,0.66,58.4,1.0,69.2,5.0
121.6,195.6,151.4,56.9,128.4,157.2,140.3,193.1,0.18,207.2,0.15,210.2,0.16,275.4,0.44,161.0,0.66,121.3,1.0,112.1,0.0,240.9,0.2,350.1,0.47,344.8,0.36,153.3,0.55,142.5,0.54,166.2,5.0
159.2,139.9,239.4,167.6,184.3,189.4,183.0,175.3,0.0,35.2,0.23,199.1,0.47,197.7,0.35,23.8,0.49,17.7,0.55,9.2,0.2,336.5,0.17,317.6,0.21,264.5,0.44,15.9,0.65,57.1,1.0,67.8,5.0
119.2,196.4,148.9,61.0,156.2,163.3,188.7,186.8,0.18,202.6,0.14,214.3,0.15,280.2,0.45,161.1,0.66,122.4,1.0,113.0,0.0,145.2,0.2,351.0,0.45,346.4,0.38,152.3,0.54,142.9,0.55,163.8,5.0
165.2,134.9,242.9,167.7,184.1,184.7,183.8,186.5,0.0,340.2,0.22,201.8,0.48,198.3,0.36,21.2,0.49,17.8,0.57,8.6,0.19,334.6,0.15,299.9,0.22,252.8,0.44,13.5,0.65,55.9,1.0,67.3,5.0
116.7,194.6,147.4,69.6,183.2,166.9,166.6,189.3,0.16,203.7,0.15,229.7,0.18,280.2,0.45,162.8,0.67,122.9,1.0,113.1,0.0,161.7,0.19,349.6,0.45,343.9,0.39,156.1,0.52,147.1,0.57,166.8,5.0
158.6,144.8,241.9,168.9,186.4,190.0,184.2,181.1,0.0,318.7,0.22,202.6,0.48,198.1,0.36,21.7,0.49,16.8,0.57,8.4,0.19,330.0,0.15,293.3,0.23,250.3,0.44,12.8,0.64,55.2,1.0,67.4,5.0
117.7,193.9,149.3,66.3,172.9,164.5,174.4,184.2,0.16,205.1,0.13,227.1,0.16,282.4,0.44,163.1,0.66,123.5,1.0,113.4,0.0,184.7,0.18,347.9,0.43,346.6,0.38,155.9,0.53,146.5,0.56,165.7,5.0
156.4,148.7,244.0,168.4,184.8,185.1,186.9,187.5,0.0,345.5,0.2,204.2,0.46,198.2,0.36,21.6,0.48,16.6,0.57,8.1,0.17,329.9,0.15,285.3,0.22,248.1,0.44,12.8,0.64,55.0,1.0,67.3,5.0
114.8,195.4,139.6,55.4,169.4,165.6,187.1,188.8,0.15,207.1,0.11,250.8,0.2,290.7,0.45,164.4,0.65,123.7,1.0,113.6,0.0,169.7,0.18,349.2,0.44,344.3,0.39,155.8,0.55,142.9,0.57,165.6,5.0
158.3,141.2,244.2,167.0,183.3,182.9,185.9,193.3,0.0,7.5,0.17,203.3,0.44,198.5,0.37,22.0,0.5,17.0,0.58,8.4,0.15,330.7,0.14,286.4,0.21,244.9,0.43,13.2,0.63,54.9,1.0,66.9,5.0
115.4,193.3,185.4,118.9,178.0,166.8,183.2,186.9,0.15,202.3,0.13,256.7,0.23,289.1,0.44,165.1,0.65,124.8,1.0,113.9,0.0,194.6,0.16,342.5,0.43,341.6,0.38,158.4,0.51,158.8,0.58,169.0,5.0
148.2,183.0,245.2,166.8,192.9,184.9,165.3,175.7,0.0,0.9,0.13,190.8,0.41,198.0,0.37,18.2,0.52,10.7,0.61,7.1,0.14,330.9,0.12,275.6,0.25,245.7,0.43,13.0,0.63,53.6,1.0,65.7,5.0
111.7,195.5,166.2,104.3,183.1,162.3,193.6,196.8,0.12,197.2,0.1,265.3,0.27,290.1,0.45,163.7,0.65,126.2,1.0,115.4,0.0,205.5,0.12,343.6,0.41,340.0,0.39,163.2,0.53,158.2,0.64,170.5,5.0
148.4,175.6,243.9,166.9,156.1,178.0,145.1,184.1,0.0,10.8,0.12,171.5,0.39,195.6,0.38,19.1,0.52,11.6,0.65,8.4,0.12,341.7,0.11,281.2,0.22,248.3,0.45,17.3,0.66,53.4,1.0,64.5,5.0
110.2,199.3,168.9,110.1,181.2,169.8,197.5,191.7,0.13,196.5,0.1,263.7,0.27,289.5,0.47,163.4,0.67,124.9,1.0,115.9,0.0,167.0,0.14,348.9,0.43,341.6,0.41,159.3,0.57,156.3,0.68,169.9,5.0
160.6,168.9,244.0,166.1,148.7,178.7,153.2,173.8,0.0,354.6,0.05,167.6,0.25,184.6,0.38,16.4,0.5,13.5,0.67,8.4,0.1,340.0,0.09,277.8,0.23,250.8,0.44,17.2,0.63,52.6,1.0,64.2,5.0
109.0,200.1,170.9,113.8,184.8,172.4,194.9,184.1,0.12,199.3,0.11,263.8,0.28,289.0,0.48,164.4,0.67,126.0,1.0,117.1,0.0,179.6,0.12,340.5,0.41,340.8,0.43,160.1,0.59,157.1,0.72,169.8,5.0
156.0,182.3,245.6,164.3,191.4,179.4,174.6,176.6,0.0,343.1,0.06,204.4,0.36,198.2,0.38,14.5,0.5,10.9,0.67,7.1,0.11,335.4,0.11,269.9,0.26,244.3,0.44,15.6,0.63,51.4,1.0,63.1,5.0
109.1,199.5,164.6,102.6,184.7,168.7,195.2,187.0,0.1,198.9,0.1,269.9,0.29,292.0,0.48,163.7,0.67,126.4,1.0,117.3,0.0,185.2,0.1,341.9,0.39,341.9,0.43,161.6,0.6,156.6,0.73,171.0,5.0
147.0,177.6,247.5,164.2,189.9,180.1,179.1,185.9,0.0,345.0,0.07,208.9,0.35,199.2,0.39,15.6,0.52,10.2,0.7,5.8,0.11,335.6,0.09,274.9,0.25,236.8,0.47,14.0,0.65,49.5,1.0,60.9,5.0
107.5,199.9,165.8,105.8,184.4,165.6,190.5,183.9,0.07,192.9,0.08,281.9,0.28,301.3,0.49,161.5,0.69,125.6,1.0,117.5,0.0,200.2,0.1,337.0,0.39,342.9,0.45,162.6,0.62,157.6,0.77,171.4,5.0
165.4,166.2,252.3,160.6,177.8,165.3,176.1,190.5,0.0,338.6,0.02,233.6,0.25,214.8,0.44,9.1,0.63,7.4,0.81,3.8,0.07,342.4,0.06,287.9,0.18,248.1,0.47,14.7,0.64,49.6,1.0,60.2,5.0
106.2,200.9,174.1,117.6,184.4,169.6,195.5,177.8,0.08,196.2,0.07,275.5,0.26,296.8,0.5,164.0,0.69,127.7,1.0,119.2,0.0,200.9,0.09,332.8,0.4,343.7,0.46,163.6,0.63,160.8,0.81,174.4,5.0
164.6,172.2,253.3,159.8,184.0,171.8,186.4,177.6,0.0,338.4,0.04,220.1,0.34,198.2,0.45,9.0,0.63,7.4,0.84,4.5,0.05,349.4,0.01,278.6,0.19,240.2,0.47,16.1,0.65,49.8,1.0,59.5,5.0
109.0,199.5,199.6,165.6,184.2,170.1,187.6,175.3,0.06,189.3,0.03,271.4,0.22,300.7,0.48,161.6,0.67,128.1,1.0,119.2,0.0,216.2,0.06,319.1,0.34,340.2,0.44,167.9,0.63,170.4,0.83,175.0,5.0
167.3,172.6,252.0,160.4,186.0,175.8,188.9,175.5,0.01,341.9,0.01,222.1,0.32,195.1,0.46,10.0,0.64,9.0,0.85,6.7,0.04,352.5,0.0,270.6,0.2,235.4,0.47,18.2,0.66,51.0,1.0,60.2,5.0
109.9,197.8,201.8,174.0,184.7,173.4,177.1,189.1,0.05,184.9,0.0,257.6,0.16,306.0,0.47,159.4,0.67,127.1,1.0,118.1,0.02,212.8,0.03,298.8,0.22,320.0,0.45,167.5,0.65,170.4,0.84,173.2,5.0
148.1,173.4,250.6,163.1,37.2,4.6,135.5,110.1,0.14,345.6,0.28,351.2,0.37,3.9,0.36,14.5,0.66,10.0,1.0,5.9,0.0,20.1,0.06,21.8,0.07,16.2,0.28,26.5,0.55,66.6,0.92,72.3,5.0
121.5,194.6,210.4,170.5,269.6,312.9,212.2,119.4,0.0,171.6,0.02,193.1,0.04,195.5,0.25,148.0,0.51,113.5,0.89,107.8,0.15,196.5,0.33,194.2,0.39,180.3,0.34,167.9,0.66,171.1,1.0,175.5,5.0
139.6,178.7,243.1,160.5,46.7,51.0,133.4,238.2,0.15,345.3,0.3,348.1,0.37,358.4,0.33,13.5,0.65,6.7,1.0,4.4,0.0,45.5,0.04,16.3,0.06,345.3,0.29,38.4,0.54,68.8,0.93,73.5,5.0
124.8,193.7,125.8,151.5,214.9,288.3,18.9,93.4,0.0,232.1,0.1,279.1,0.03,215.0,0.25,145.3,0.55,109.8,1.0,105.4,0.19,198.0,0.37,200.8,0.42,180.4,0.36,162.6,0.64,173.1,0.92,168.6,5.0
134.6,173.3,235.8,167.7,49.1,41.2,146.1,177.0,0.13,341.6,0.3,345.7,0.39,354.9,0.32,13.5,0.63,5.0,1.0,3.7,0.0,55.2,0.05,28.0,0.09,19.3,0.25,41.2,0.56,69.5,0.95,73.7,5.0
130.2,192.5,117.5,150.2,24.0,304.0,156.8,117.5,0.0,106.7,0.02,137.6,0.06,167.0,0.26,135.9,0.57,108.1,1.0,104.8,0.18,210.8,0.34,197.1,0.4,178.0,0.33,160.1,0.6,173.1,0.85,168.9,5.0
131.0,173.5,230.4,168.3,45.3,61.7,153.8,199.3,0.16,335.5,0.32,344.1,0.39,350.6,0.35,12.0,0.65,2.8,1.0,1.2,0.0,4.2,0.06,350.2,0.11,341.5,0.26,36.9,0.57,68.4,0.95,73.3,5.0
130.9,190.7,117.3,148.4,40.5,52.1,157.1,168.5,0.0,107.2,0.03,136.7,0.05,154.0,0.23,131.0,0.57,107.6,1.0,104.5,0.12,199.3,0.26,189.2,0.33,185.1,0.29,155.3,0.56,169.4,0.82,165.2,5.0
126.9,178.1,229.7,171.2,49.0,151.5,165.4,58.8,0.16,335.0,0.31,345.2,0.43,352.4,0.29,13.7,0.6,2.7,0.96,359.5,0.0,218.2,0.09,245.8,0.08,258.0,0.2,42.2,0.6,75.8,1.0,78.6,5.0
135.7,219.9,206.1,163.8,185.1,54.2,276.3,159.6,0.0,291.7,0.05,303.9,0.11,243.1,0.24,134.4,0.59,106.3,1.0,115.5,0.19,208.1,0.35,193.7,0.45,184.8,0.32,159.4,0.63,154.3,0.89,148.0,5.0
120.6,180.2,218.4,173.5,53.8,147.0,161.1,98.0,0.14,342.0,0.28,349.6,0.39,357.1,0.25,18.9,0.58,4.4,0.93,0.0,0.0,260.2,0.07,263.1,0.08,276.0,0.19,47.6,0.59,75.8,1.0,78.7,5.0
138.5,188.5,112.7,140.2,151.6,44.9,306.0,171.8,0.0,58.6,0.01,11.4,0.04,225.8,0.22,126.8,0.56,103.9,1.0,101.3,0.17,207.9,0.29,189.7,0.36,182.8,0.28,158.7,0.55,172.9,0.83,164.5,5.0
163.0,205.1,195.1,191.2,145.7,189.5,75.6,16.5,0.07,354.6,0.13,330.9,0.16,349.3,0.2,54.2,0.44,59.7,0.8,73.5,0.0,127.9,0.14,222.2,0.02,226.9,0.19,76.3,0.51,78.9,1.0,85.1,5.0
161.4,185.0,212.8,187.9,136.0,156.3,303.1,83.1,0.07,57.8,0.11,19.2,0.05,10.6,0.22,91.4,0.57,91.1,1.0,93.1,0.04,187.8,0.04,246.7,0.0,334.8,0.19,119.2,0.4,126.4,0.61,131.4,5.0
188.3,169.5,60.1,150.9,226.3,146.1,3.1,21.6,0.0,148.6,0.15,199.4,0.03,162.9,0.17,104.3,0.57,98.6,1.0,92.9,0.03,64.0,0.03,12.3,0.0,35.7,0.11,77.6,0.16,27.2,0.38,16.5,5.0
118.9,181.1,108.1,187.9,200.4,290.7,26.2,77.1,0.0,298.7,0.19,306.5,0.01,346.5,0.17,163.9,0.5,116.0,1.0,104.6,0.05,221.8,0.24,214.4,0.24,179.4,0.21,169.3,0.36,108.7,0.64,95.1,5.0
234.5,181.4,114.3,69.0,16.1,97.8,195.9,142.5,0.13,345.1,0.26,3.1,0.33,10.5,0.37,20.1,0.6,55.0,1.0,71.0,0.03,316.6,0.0,8.4,0.08,76.4,0.31,16.8,0.35,7.6,0.43,22.8,5.0
98.7,56.3,123.0,184.3,175.3,312.5,56.3,122.1,0.08,262.7,0.14,293.2,0.0,15.4,0.25,174.4,0.37,194.2,0.29,198.5,0.06,217.7,0.1,210.4,0.16,178.4,0.32,161.0,0.56,122.7,1.0,108.9,5.0
250.2,176.0,84.8,14.9,6.3,1.1,285.0,259.9,0.03,29.6,0.13,22.9,0.13,24.6,0.34,24.4,0.61,58.9,1.0,70.4,0.04,309.3,0.05,320.5,0.0,31.7,0.27,7.8,0.33,347.1,0.31,358.6,5.0
116.6,203.8,118.7,181.3,157.2,187.3,300.8,229.3,0.1,253.6,0.11,299.7,0.0,289.6,0.31,179.5,0.33,183.5,0.52,188.4,0.09,190.2,0.06,238.8,0.14,259.1,0.36,163.1,0.62,125.5,1.0,112.7,5.0
253.6,170.7,63.4,62.9,33.7,193.6,163.5,67.0,0.04,14.7,0.14,3.6,0.26,4.7,0.34,21.3,0.59,59.7,1.0,70.9,0.0,290.1,0.07,214.6,0.02,120.2,0.28,2.1,0.27,353.1,0.44,0.7,5.0
