angle_right_shoulder_hip_knee,angle_right_hip_knee_ankle,angle_left_shoulder_hip_knee,angle_left_hip_knee_ankle,angle_right_elbow_shoulder_hip,angle_left_elbow_shoulder_hip,angle_right_wrist_elbow_shoulder,angle_left_wrist_elbow_shoulder,ndright_shoulder,aright_shoulder,ndright_elbow,aright_elbow,ndright_wrist,aright_wrist,ndright_hip,aright_hip,ndright_knee,aright_knee,ndright_ankle,aright_ankle,ndleft_shoulder,aleft_shoulder,ndleft_elbow,aleft_elbow,ndleft_wrist,aleft_wrist,ndleft_hip,aleft_hip,ndleft_knee,aleft_knee,ndleft_ankle,aleft_ankle,pose
134.1,171.4,97.7,268.6,160.2,157.2,187.7,202.6,0.24,176.8,0.18,230.8,0.45,273.5,0.69,126.7,0.92,103.7,1.0,98.5,0.0,92.3,0.24,324.2,0.6,308.3,0.56,114.9,0.7,86.8,0.96,97.2,2.0
262.4,101.9,239.1,112.3,202.0,187.8,161.3,186.9,0.0,66.1,0.2,217.1,0.57,231.3,0.55,64.6,0.68,92.0,0.99,84.8,0.21,11.4,0.16,325.9,0.39,268.8,0.68,55.2,0.89,83.7,1.0,81.8,2.0
121.7,242.0,101.3,268.5,151.2,152.0,197.6,206.9,0.26,176.4,0.17,218.7,0.42,272.2,0.69,126.4,0.88,96.8,1.0,98.2,0.0,218.1,0.29,322.0,0.62,308.0,0.55,115.9,0.7,86.9,0.91,96.8,2.0
254.5,107.2,237.3,102.0,206.6,204.3,156.0,170.2,0.0,65.0,0.23,216.1,0.57,231.7,0.53,65.9,0.7,93.0,1.0,85.4,0.21,8.4,0.14,330.8,0.35,268.2,0.64,56.3,0.86,86.0,0.97,82.4,2.0
127.3,247.1,111.3,265.5,151.5,151.2,194.4,207.4,0.25,170.6,0.16,206.5,0.33,268.9,0.62,125.3,0.86,95.4,1.0,98.7,0.0,171.2,0.25,322.1,0.56,307.5,0.51,115.2,0.72,87.0,0.88,96.3,2.0
238.4,112.5,224.2,121.5,215.2,210.9,152.7,173.5,0.0,204.7,0.23,215.6,0.51,231.1,0.46,74.6,0.7,96.6,0.93,87.8,0.17,5.6,0.15,356.0,0.28,266.2,0.53,60.8,0.8,87.6,1.0,83.3,2.0
143.3,242.2,123.7,262.2,136.4,145.7,205.5,208.0,0.19,173.2,0.09,208.1,0.29,271.8,0.56,118.6,0.88,94.3,1.0,97.8,0.0,313.0,0.26,320.7,0.53,307.4,0.48,105.7,0.74,83.8,0.89,93.6,2.0
236.1,93.0,221.4,112.7,216.4,231.5,152.1,154.0,0.0,206.5,0.25,215.2,0.57,230.9,0.5,77.4,0.8,98.6,0.94,87.9,0.16,3.1,0.12,355.1,0.28,265.0,0.58,63.2,0.9,88.7,1.0,85.3,2.0
146.6,244.5,128.4,261.4,135.4,144.7,201.3,206.8,0.18,175.1,0.09,207.0,0.28,271.5,0.56,117.1,0.9,93.6,1.0,97.0,0.0,306.1,0.25,318.4,0.55,306.5,0.45,103.8,0.77,82.7,0.92,93.4,2.0
231.2,97.2,218.8,117.6,215.0,215.8,155.0,171.3,0.0,189.2,0.23,214.5,0.54,230.7,0.51,79.8,0.82,98.5,0.95,88.7,0.16,10.4,0.11,353.9,0.26,265.6,0.58,65.8,0.9,89.4,1.0,86.6,2.0
145.6,277.7,130.7,263.9,145.4,142.4,187.0,207.3,0.18,172.5,0.11,205.4,0.28,271.0,0.6,114.8,0.96,91.7,1.0,95.5,0.0,299.8,0.27,317.5,0.6,306.3,0.48,102.5,0.83,82.0,0.98,92.9,2.0
226.7,100.8,213.3,124.1,218.4,220.8,152.5,170.1,0.0,198.7,0.24,214.7,0.52,230.5,0.5,82.3,0.83,98.9,0.96,89.9,0.15,8.7,0.12,358.9,0.24,267.4,0.57,67.9,0.91,89.7,1.0,87.5,2.0
145.7,259.9,136.5,269.9,140.8,142.6,187.5,203.7,0.19,172.0,0.12,213.7,0.3,276.1,0.6,112.0,0.92,89.9,1.0,94.5,0.0,332.6,0.27,320.1,0.57,307.3,0.52,98.4,0.86,81.7,0.95,92.0,2.0
223.5,99.1,213.0,125.9,219.1,217.7,151.7,172.2,0.0,121.8,0.2,211.5,0.45,231.6,0.54,81.0,0.85,96.9,0.96,88.8,0.2,20.5,0.16,14.3,0.21,273.2,0.6,68.7,0.89,88.8,1.0,86.5,2.0
151.1,257.9,137.6,270.7,136.6,138.9,192.1,206.4,0.2,161.2,0.1,189.7,0.24,273.8,0.63,108.7,0.95,90.6,1.0,93.8,0.0,51.2,0.23,326.2,0.49,308.8,0.55,96.6,0.86,81.2,0.96,91.9,2.0
219.3,99.6,209.3,115.6,218.7,202.0,152.6,188.6,0.0,169.9,0.22,214.0,0.49,232.4,0.53,84.9,0.88,98.9,0.99,89.1,0.17,18.0,0.15,10.0,0.23,272.4,0.59,71.0,0.94,90.7,1.0,88.5,2.0
152.1,244.8,140.2,273.6,142.1,143.0,189.0,201.5,0.16,159.1,0.07,195.3,0.22,271.0,0.59,106.5,0.9,89.8,1.0,93.8,0.0,70.3,0.19,324.6,0.45,306.8,0.53,94.5,0.83,80.7,0.91,91.3,2.0
210.8,104.2,205.3,127.7,207.0,186.3,160.2,199.7,0.0,134.1,0.16,217.5,0.44,239.6,0.53,89.8,0.87,98.8,0.97,90.1,0.13,30.1,0.1,351.6,0.24,280.7,0.58,76.5,0.89,91.9,1.0,89.2,2.0
159.6,243.9,150.0,254.6,172.2,152.1,162.5,198.3,0.15,152.2,0.12,188.9,0.25,255.3,0.59,104.0,0.92,90.2,1.0,93.8,0.0,71.1,0.16,316.5,0.44,297.9,0.53,91.6,0.84,82.0,0.95,90.8,2.0
184.0,178.5,182.8,180.0,190.9,162.4,161.7,199.7,0.02,135.1,0.04,200.9,0.26,242.1,0.48,96.5,0.76,93.7,1.0,92.0,0.0,55.8,0.02,338.4,0.23,297.3,0.47,83.5,0.76,87.4,0.98,89.1,2.0
184.7,170.7,181.2,173.5,194.5,167.3,159.4,197.9,0.0,130.7,0.04,205.7,0.25,244.4,0.46,96.5,0.77,94.3,1.0,91.6,0.01,45.7,0.04,339.1,0.25,298.6,0.47,83.4,0.77,88.0,1.0,88.5,2.0
184.0,177.9,181.2,180.4,191.5,165.7,161.7,197.1,0.01,135.0,0.04,203.7,0.25,242.4,0.48,96.9,0.76,94.1,1.0,92.4,0.0,53.9,0.03,333.6,0.25,296.7,0.47,83.7,0.77,87.4,0.98,88.9,2.0
184.4,173.6,181.0,180.8,193.8,166.4,161.5,197.2,0.0,128.2,0.03,203.8,0.26,244.0,0.47,96.1,0.76,94.0,1.0,91.7,0.01,46.9,0.03,338.5,0.25,298.7,0.47,82.3,0.77,86.5,1.0,88.4,2.0
185.5,172.3,181.8,178.5,191.1,165.4,165.9,197.6,0.01,134.4,0.05,208.5,0.3,243.9,0.48,96.7,0.77,94.7,1.0,92.2,0.0,46.8,0.05,332.8,0.29,296.2,0.48,83.3,0.78,87.4,0.98,88.7,2.0
181.7,176.6,177.3,187.4,191.9,166.2,164.2,195.9,0.01,133.6,0.05,209.2,0.3,244.3,0.49,97.0,0.77,93.9,0.98,92.0,0.0,45.5,0.04,333.5,0.28,297.3,0.48,83.0,0.76,85.7,1.0,88.5,2.0
185.7,172.6,184.5,176.4,192.4,167.4,162.4,197.5,0.0,131.8,0.03,203.2,0.27,242.1,0.5,96.6,0.78,94.7,1.0,92.5,0.0,50.6,0.03,335.9,0.26,296.8,0.49,82.7,0.8,87.7,0.99,89.0,2.0
180.9,181.0,177.1,188.5,191.8,165.3,161.5,195.4,0.01,131.6,0.05,205.5,0.29,244.3,0.48,97.0,0.77,93.3,1.0,92.0,0.0,48.5,0.04,335.4,0.27,298.7,0.47,82.7,0.76,85.4,1.0,88.3,2.0
191.6,164.8,187.1,171.0,198.5,166.4,157.1,200.9,0.0,143.0,0.1,206.3,0.35,241.2,0.49,96.5,0.76,96.1,1.0,92.7,0.01,40.7,0.09,329.4,0.33,294.4,0.49,82.1,0.77,88.3,0.99,89.2,2.0
173.5,187.4,169.6,198.0,192.8,161.7,160.9,203.9,0.02,141.3,0.09,209.5,0.33,243.5,0.5,98.8,0.78,92.7,1.0,91.4,0.0,48.4,0.07,335.3,0.31,298.0,0.5,86.1,0.77,86.2,0.98,89.8,2.0
197.0,155.0,191.5,166.9,200.8,165.1,154.6,204.6,0.0,151.4,0.14,209.1,0.42,240.8,0.48,96.3,0.77,97.3,0.99,92.7,0.01,24.5,0.13,325.5,0.39,292.4,0.48,79.4,0.77,87.8,1.0,88.8,2.0
170.1,194.3,163.5,203.7,194.7,159.3,156.1,205.3,0.04,147.3,0.14,212.4,0.38,246.3,0.48,101.0,0.77,93.0,1.0,92.4,0.0,42.3,0.12,331.4,0.38,298.0,0.49,86.0,0.75,84.5,0.99,88.9,2.0
200.6,152.6,194.4,166.1,202.4,162.5,154.4,207.4,0.0,142.0,0.11,202.7,0.39,238.1,0.5,94.3,0.76,96.6,0.97,92.4,0.02,27.9,0.11,331.8,0.35,293.8,0.5,78.0,0.77,87.1,1.0,88.3,2.0
166.6,196.1,158.1,205.8,197.5,161.2,154.0,203.6,0.02,145.4,0.11,208.6,0.35,246.1,0.49,101.2,0.78,92.4,1.0,91.9,0.0,48.5,0.1,334.8,0.36,300.8,0.49,88.9,0.75,85.8,1.0,89.8,2.0
201.5,152.6,197.3,161.9,204.5,163.8,153.0,206.3,0.0,139.3,0.11,198.9,0.36,235.8,0.51,93.0,0.77,95.6,0.99,91.6,0.04,33.0,0.11,335.2,0.32,295.0,0.51,77.6,0.78,87.3,1.0,88.2,2.0
161.7,202.2,153.3,211.6,196.2,160.3,155.7,203.2,0.03,142.2,0.09,203.8,0.34,246.1,0.5,101.8,0.77,91.8,1.0,91.7,0.0,49.3,0.09,338.5,0.35,302.9,0.5,89.1,0.73,85.1,0.99,89.8,2.0
208.4,148.7,199.5,156.4,201.8,169.3,155.9,201.8,0.0,130.6,0.07,191.4,0.31,231.4,0.52,91.4,0.75,95.4,1.0,91.3,0.02,40.2,0.05,336.0,0.25,295.1,0.52,79.9,0.77,89.3,1.0,89.4,2.0
159.4,204.3,151.0,215.4,195.5,161.1,156.1,203.9,0.02,147.0,0.09,207.4,0.33,247.6,0.49,102.6,0.75,91.7,1.0,91.8,0.0,47.5,0.1,337.9,0.35,303.5,0.48,89.0,0.73,84.4,0.98,89.5,2.0
214.1,143.5,205.0,154.1,198.8,166.4,159.3,204.1,0.0,127.9,0.05,189.2,0.29,230.2,0.5,90.5,0.73,95.9,0.99,91.3,0.01,40.0,0.03,339.3,0.2,296.7,0.51,77.9,0.75,89.0,1.0,89.3,2.0
158.1,205.9,147.5,218.7,193.8,159.6,157.2,203.5,0.04,153.1,0.11,209.0,0.32,246.6,0.48,104.6,0.75,92.2,1.0,92.3,0.0,50.7,0.11,335.6,0.36,303.8,0.47,91.2,0.72,84.6,0.97,90.1,2.0
221.8,137.5,208.3,153.3,199.7,169.0,157.4,200.5,0.0,132.6,0.08,191.3,0.33,229.1,0.47,89.0,0.71,96.7,0.97,91.4,0.02,31.9,0.05,333.6,0.23,293.4,0.49,74.2,0.75,87.5,1.0,88.2,2.0
153.1,212.7,140.8,221.8,188.0,160.0,166.4,202.6,0.05,155.0,0.08,204.2,0.29,245.6,0.51,105.8,0.77,92.1,1.0,92.8,0.0,52.1,0.1,340.9,0.35,307.3,0.47,93.9,0.73,85.2,0.99,90.5,2.0
226.2,134.3,208.5,152.4,199.0,170.9,161.6,200.1,0.0,126.9,0.06,187.9,0.3,225.1,0.47,88.0,0.69,96.5,0.98,90.8,0.02,37.6,0.02,339.4,0.19,292.9,0.49,75.2,0.75,88.1,1.0,88.7,2.0
148.8,216.2,136.8,226.8,184.9,158.3,168.6,203.0,0.07,165.8,0.12,212.0,0.33,248.4,0.51,108.6,0.74,93.1,1.0,93.7,0.0,49.9,0.13,335.9,0.39,306.5,0.47,94.4,0.7,84.7,0.98,91.0,2.0
238.9,119.4,226.0,133.5,218.9,201.6,149.9,168.9,0.1,108.9,0.2,186.4,0.42,222.3,0.53,82.4,0.68,96.6,0.97,89.6,0.15,55.4,0.0,323.0,0.17,252.7,0.57,73.8,0.78,90.6,1.0,88.2,2.0
141.4,221.7,130.7,231.9,182.6,153.7,170.2,206.2,0.09,165.8,0.1,207.0,0.3,250.4,0.52,111.9,0.74,93.3,1.0,94.1,0.0,47.8,0.15,338.6,0.42,310.1,0.47,96.3,0.69,84.6,0.99,91.3,2.0
248.5,113.6,236.6,120.9,205.4,179.2,158.5,186.8,0.0,136.4,0.22,215.3,0.51,231.3,0.48,71.2,0.64,92.6,0.96,85.1,0.2,12.0,0.19,326.7,0.37,285.1,0.58,57.9,0.75,85.6,1.0,83.2,2.0
131.9,216.1,109.4,250.5,170.6,154.9,183.9,199.6,0.17,172.5,0.16,222.2,0.35,258.5,0.59,121.4,0.81,97.8,1.0,96.4,0.0,62.1,0.2,328.9,0.5,310.9,0.51,106.8,0.67,85.7,1.0,93.8,2.0
247.1,114.9,231.2,129.6,203.8,181.9,162.1,183.3,0.0,175.9,0.26,221.6,0.57,232.3,0.49,68.6,0.67,91.8,0.99,84.4,0.24,8.9,0.24,318.8,0.44,282.7,0.6,54.5,0.82,83.3,1.0,82.3,2.0
131.2,216.5,109.4,253.2,168.8,154.3,185.3,200.4,0.18,168.1,0.14,217.5,0.33,258.2,0.6,121.3,0.8,97.9,1.0,96.4,0.0,70.5,0.19,329.7,0.48,311.1,0.51,107.4,0.66,86.6,0.98,95.3,2.0
250.6,114.7,230.4,135.2,202.6,183.2,163.0,183.5,0.0,123.2,0.25,219.9,0.55,231.3,0.48,68.2,0.65,92.7,1.0,85.4,0.23,14.9,0.2,325.6,0.39,280.6,0.59,55.7,0.81,82.5,1.0,82.3,2.0
127.9,219.2,106.7,253.3,165.1,154.9,188.9,199.8,0.19,176.7,0.17,225.5,0.37,261.3,0.59,123.1,0.77,98.6,1.0,96.6,0.0,55.2,0.21,326.5,0.5,310.6,0.5,108.8,0.65,86.4,0.98,95.1,2.0
257.5,108.6,237.2,128.2,201.8,185.2,161.3,178.7,0.0,39.8,0.24,222.9,0.54,233.2,0.49,63.8,0.63,91.8,0.98,84.2,0.21,11.7,0.19,313.4,0.4,276.3,0.6,54.1,0.8,83.1,1.0,82.2,2.0
123.0,227.7,106.0,252.5,159.0,151.1,197.8,202.7,0.2,175.2,0.14,218.4,0.34,262.9,0.6,124.9,0.77,98.2,1.0,97.8,0.0,93.1,0.2,326.9,0.48,311.0,0.5,112.1,0.64,87.7,0.97,95.7,2.0
259.8,104.1,248.5,111.3,201.7,190.7,163.5,173.6,0.0,8.7,0.22,225.1,0.54,232.7,0.47,61.5,0.6,92.0,0.89,84.0,0.2,12.3,0.17,307.1,0.37,272.8,0.61,54.3,0.73,85.1,1.0,81.8,2.0
115.5,236.0,103.1,254.7,159.2,154.9,197.5,201.1,0.19,173.1,0.12,222.1,0.34,267.7,0.61,126.2,0.75,98.1,1.0,98.4,0.0,89.6,0.2,326.9,0.5,310.9,0.5,113.8,0.65,87.7,0.97,96.1,2.0
263.0,100.8,257.9,98.8,203.1,193.7,162.0,170.5,0.0,338.5,0.21,228.8,0.56,234.0,0.48,58.0,0.59,90.8,0.89,82.8,0.18,3.9,0.16,296.0,0.41,266.9,0.62,52.9,0.7,85.5,1.0,80.2,2.0
106.3,248.6,98.4,260.0,158.8,155.7,198.8,203.0,0.19,176.6,0.13,233.8,0.38,273.6,0.6,128.9,0.7,95.8,1.0,98.7,0.0,132.2,0.22,322.5,0.51,309.1,0.49,118.0,0.61,88.9,0.89,97.6,2.0
261.2,99.6,259.0,96.0,203.6,192.9,162.4,171.5,0.0,337.4,0.23,228.1,0.57,233.3,0.48,59.0,0.61,91.7,0.88,83.3,0.17,3.3,0.18,290.5,0.41,265.8,0.62,52.9,0.69,86.4,1.0,80.0,2.0
106.0,250.3,95.8,263.0,155.3,159.4,199.2,198.8,0.19,178.4,0.12,233.5,0.38,276.1,0.61,128.2,0.71,95.4,1.0,98.4,0.0,91.0,0.22,323.7,0.52,310.3,0.52,116.5,0.63,88.6,0.93,97.7,2.0
264.9,101.8,262.6,94.7,203.4,196.2,160.6,171.6,0.0,11.1,0.22,223.9,0.55,232.4,0.5,59.6,0.61,91.3,0.89,84.5,0.17,2.7,0.16,289.7,0.41,261.3,0.64,53.5,0.69,86.2,1.0,80.4,2.0
99.2,257.3,94.8,263.0,156.1,157.5,199.8,199.8,0.19,175.6,0.12,235.9,0.37,277.1,0.64,128.8,0.7,95.2,1.0,99.0,0.0,131.9,0.21,321.5,0.52,309.7,0.53,118.7,0.64,89.9,0.94,98.3,2.0
265.3,102.6,263.5,97.1,203.2,193.9,165.8,173.9,0.0,7.1,0.19,227.2,0.53,231.5,0.5,58.8,0.6,90.4,0.89,84.4,0.16,7.0,0.14,286.9,0.4,259.2,0.64,53.5,0.69,85.9,1.0,81.0,2.0
94.1,262.0,91.6,263.3,154.7,158.3,201.7,198.5,0.19,179.0,0.11,237.6,0.38,277.5,0.65,129.1,0.69,94.2,1.0,98.4,0.0,127.1,0.2,321.3,0.51,309.6,0.57,118.3,0.65,90.6,0.96,97.6,2.0
269.1,95.0,265.2,97.2,202.6,197.5,168.8,171.0,0.0,345.0,0.21,233.7,0.59,232.9,0.49,56.3,0.57,91.5,0.91,83.0,0.15,1.7,0.15,277.6,0.44,254.8,0.64,51.3,0.68,84.3,1.0,80.0,2.0
92.6,262.7,91.0,264.4,160.9,158.1,193.4,194.9,0.16,188.5,0.16,253.6,0.46,280.2,0.62,132.1,0.64,94.5,1.0,99.0,0.0,239.9,0.26,306.3,0.63,305.3,0.49,123.9,0.57,89.7,0.91,97.9,2.0
273.7,88.2,276.8,84.2,201.5,192.4,170.5,182.2,0.0,342.8,0.14,243.3,0.53,236.0,0.5,53.6,0.54,90.5,0.89,81.3,0.1,9.5,0.11,275.7,0.44,246.8,0.65,52.2,0.63,86.9,1.0,79.9,2.0
87.9,272.1,84.8,270.2,155.1,159.0,201.5,193.1,0.15,172.0,0.05,254.9,0.37,284.9,0.69,129.4,0.69,93.9,1.0,99.8,0.0,172.2,0.13,305.3,0.46,305.5,0.56,124.6,0.58,93.5,0.91,99.9,2.0
274.8,88.3,277.1,84.2,201.8,197.9,171.4,176.4,0.0,336.1,0.18,240.5,0.56,234.3,0.52,53.7,0.56,90.4,0.91,81.7,0.1,0.4,0.13,266.3,0.48,244.1,0.67,51.4,0.64,86.7,1.0,80.0,2.0
83.5,277.4,78.0,274.2,158.4,156.2,198.1,196.4,0.08,172.2,0.03,269.1,0.36,290.4,0.66,128.2,0.66,92.3,1.0,100.2,0.0,189.8,0.11,298.1,0.42,302.0,0.54,126.8,0.51,94.8,0.89,100.4,2.0
274.3,87.9,277.2,83.5,197.3,197.5,174.7,176.3,0.0,341.6,0.16,247.4,0.54,237.8,0.51,53.1,0.54,89.8,0.93,80.4,0.1,356.8,0.14,266.1,0.5,244.6,0.65,49.6,0.62,86.5,1.0,79.1,2.0
80.3,280.3,72.8,287.6,162.5,157.2,193.3,196.2,0.06,174.9,0.05,273.3,0.39,291.9,0.66,129.8,0.63,92.2,1.0,100.9,0.0,198.7,0.12,291.3,0.45,298.1,0.54,128.9,0.46,89.7,0.85,100.9,2.0
276.4,88.2,281.1,79.3,197.9,196.9,173.9,175.8,0.0,0.6,0.11,245.9,0.47,236.7,0.54,54.1,0.55,88.9,0.93,81.1,0.09,7.1,0.11,262.3,0.45,242.9,0.68,51.8,0.64,87.2,1.0,79.5,2.0
80.7,280.1,73.8,280.0,156.4,155.3,198.2,196.6,0.07,175.6,0.04,276.8,0.4,293.8,0.66,129.0,0.63,92.2,1.0,100.7,0.0,195.9,0.1,293.0,0.42,299.2,0.53,127.2,0.46,95.0,0.85,100.9,2.0
286.2,80.9,283.0,78.8,199.6,196.9,171.7,173.3,0.0,5.8,0.07,244.4,0.39,235.9,0.53,52.9,0.48,88.9,0.9,80.6,0.05,12.4,0.08,254.9,0.41,240.8,0.66,53.1,0.61,87.8,1.0,79.6,2.0
77.8,281.5,72.8,285.7,160.7,152.8,192.9,201.6,0.0,170.4,0.02,287.3,0.39,299.1,0.64,128.0,0.61,91.5,1.0,100.5,0.0,196.7,0.07,287.1,0.37,294.8,0.53,128.8,0.44,92.0,0.85,101.0,2.0
280.0,84.7,282.9,76.9,197.9,198.4,172.0,174.6,0.0,350.4,0.14,245.5,0.5,237.5,0.52,52.3,0.51,90.2,0.91,80.7,0.08,4.2,0.13,257.4,0.48,241.3,0.66,51.4,0.6,88.5,1.0,79.3,2.0
78.0,280.7,72.7,287.5,156.7,156.7,197.0,194.8,0.05,194.1,0.1,280.6,0.52,294.5,0.64,132.0,0.57,91.9,1.0,100.9,0.0,216.5,0.16,289.5,0.55,297.6,0.51,130.1,0.42,88.0,0.86,100.7,2.0
294.8,77.2,286.9,74.0,202.0,200.8,166.9,169.2,0.0,5.6,0.02,252.2,0.34,240.3,0.54,51.8,0.41,86.7,0.84,81.5,0.01,14.6,0.03,246.6,0.37,237.8,0.65,54.1,0.58,88.7,1.0,79.3,2.0
74.8,284.9,69.3,285.1,152.5,156.5,201.3,198.0,0.05,172.7,0.01,288.2,0.37,299.7,0.67,128.3,0.6,92.6,1.0,101.8,0.0,192.6,0.09,292.4,0.42,298.5,0.56,127.3,0.46,96.1,0.88,102.4,2.0
290.6,81.2,285.6,75.0,198.7,198.3,170.9,170.0,0.0,8.7,0.01,254.0,0.33,239.8,0.55,50.9,0.44,85.6,0.88,80.5,0.0,17.0,0.03,246.3,0.36,238.2,0.65,53.5,0.6,87.8,1.0,78.6,2.0
72.9,285.0,66.1,283.9,154.5,157.3,199.4,197.6,0.04,172.7,0.03,293.1,0.39,300.8,0.67,128.4,0.59,91.8,1.0,101.0,0.0,187.6,0.09,293.7,0.43,299.2,0.57,127.9,0.45,97.5,0.87,101.8,2.0
294.3,76.0,286.5,72.8,202.4,200.4,166.5,168.0,0.01,3.9,0.0,258.1,0.32,241.9,0.55,50.1,0.41,84.6,0.85,79.5,0.0,13.7,0.02,247.7,0.35,238.8,0.65,53.4,0.58,87.5,1.0,77.8,2.0
73.8,284.3,70.1,281.2,155.2,157.6,198.8,196.2,0.02,172.5,0.01,293.2,0.36,301.1,0.65,128.1,0.59,92.5,1.0,101.5,0.0,184.4,0.06,289.2,0.37,298.0,0.57,127.9,0.47,98.0,0.9,102.3,2.0
282.5,83.4,286.2,75.0,197.0,197.9,173.0,170.3,0.01,9.4,0.0,262.2,0.3,242.0,0.56,51.1,0.51,84.6,0.88,78.4,0.0,17.8,0.01,248.1,0.34,238.5,0.64,53.6,0.58,87.6,1.0,78.4,2.0
74.2,285.1,74.0,277.7,160.9,157.0,192.5,194.9,0.0,161.3,0.03,298.4,0.35,303.0,0.64,125.8,0.59,90.0,1.0,100.4,0.01,178.5,0.04,289.6,0.34,299.2,0.57,127.6,0.49,96.4,0.91,101.3,2.0
278.0,86.2,281.4,76.8,197.9,201.9,171.6,166.3,0.02,14.9,0.0,258.7,0.29,241.4,0.56,52.4,0.55,84.5,0.9,78.4,0.01,14.1,0.02,246.7,0.33,239.2,0.63,54.2,0.6,88.1,1.0,78.6,2.0
77.5,282.8,77.2,276.9,157.3,155.0,195.3,196.1,0.02,161.1,0.0,296.8,0.34,302.6,0.64,125.5,0.61,90.9,1.0,100.4,0.0,173.0,0.02,292.4,0.33,300.7,0.57,125.7,0.52,94.8,0.93,100.7,2.0
273.4,87.1,276.1,78.2,198.3,203.1,173.9,168.1,0.04,28.9,0.0,253.4,0.27,239.1,0.56,57.6,0.59,87.8,0.91,80.7,0.05,26.9,0.01,243.2,0.3,237.3,0.63,58.3,0.65,90.4,1.0,80.3,2.0
80.4,283.1,78.0,279.0,154.4,154.1,198.4,196.9,0.04,154.9,0.0,302.1,0.31,302.4,0.64,123.0,0.63,89.6,1.0,99.7,0.02,159.8,0.0,298.6,0.3,301.9,0.56,122.4,0.53,92.5,0.9,99.5,2.0
257.7,84.5,255.3,86.9,206.8,212.6,171.0,166.9,0.07,57.2,0.0,212.4,0.24,231.8,0.55,71.4,0.66,95.1,0.91,84.4,0.08,38.1,0.0,233.9,0.26,235.8,0.6,67.7,0.72,93.8,1.0,83.6,2.0
100.9,274.2,99.3,273.2,148.9,152.8,195.2,190.3,0.06,149.7,0.0,294.3,0.27,299.7,0.59,113.9,0.7,86.1,1.0,96.6,0.02,135.8,0.04,310.2,0.27,305.2,0.53,110.5,0.62,85.1,0.94,95.9,2.0
236.7,103.3,236.9,100.0,205.1,213.4,174.2,168.5,0.1,74.2,0.03,199.9,0.23,232.4,0.55,80.0,0.71,96.1,0.95,87.1,0.1,45.5,0.0,243.3,0.25,241.4,0.57,74.7,0.75,94.8,1.0,85.7,2.0
121.3,263.5,124.0,258.8,148.6,153.9,195.1,187.5,0.08,136.2,0.0,295.7,0.24,295.3,0.56,106.4,0.75,84.4,1.0,94.9,0.06,112.6,0.03,322.9,0.24,305.1,0.52,102.0,0.71,83.3,0.95,93.6,2.0
149.1,234.1,154.9,243.2,174.6,163.5,180.3,184.7,0.09,141.6,0.06,217.3,0.25,252.9,0.49,103.9,0.76,87.9,1.0,93.6,0.0,102.8,0.02,294.6,0.22,288.4,0.46,94.6,0.74,85.2,0.87,92.6,2.0
202.1,57.4,204.6,130.6,198.5,188.7,175.9,173.5,0.02,84.2,0.0,232.7,0.21,248.1,0.47,88.0,0.75,95.7,0.72,86.7,0.09,45.6,0.04,318.4,0.23,286.5,0.5,78.9,0.78,91.7,1.0,86.3,2.0
132.3,254.7,136.8,276.7,171.7,156.3,183.1,199.9,0.08,143.3,0.04,221.7,0.25,258.6,0.53,105.5,0.75,84.9,1.0,93.5,0.0,102.5,0.02,317.8,0.23,293.9,0.47,99.1,0.7,84.5,0.78,95.5,2.0
219.7,95.9,221.4,119.7,195.9,186.9,171.2,175.6,0.0,82.9,0.0,231.0,0.23,248.3,0.48,83.1,0.73,96.3,0.85,86.6,0.08,36.3,0.05,315.3,0.25,283.1,0.52,73.2,0.75,91.4,1.0,85.8,2.0
129.0,254.4,134.8,250.2,174.2,157.3,181.7,197.3,0.09,147.7,0.07,225.8,0.28,258.4,0.53,108.0,0.74,85.9,1.0,94.2,0.0,109.9,0.04,309.6,0.27,292.6,0.46,100.5,0.7,84.1,0.91,93.4,2.0
222.9,38.4,225.6,116.5,196.3,187.4,171.1,174.7,0.0,90.0,0.01,223.3,0.24,244.7,0.48,83.4,0.72,96.8,0.67,84.4,0.07,37.5,0.04,311.2,0.26,280.3,0.52,73.4,0.73,92.0,1.0,85.9,2.0
127.8,251.2,131.6,254.2,175.6,155.9,182.7,196.1,0.09,156.3,0.12,240.1,0.35,261.2,0.54,112.1,0.76,88.8,1.0,95.4,0.0,115.7,0.04,311.8,0.29,296.5,0.47,103.4,0.7,86.1,0.88,94.9,2.0
234.1,101.3,235.5,107.3,196.3,183.4,170.6,175.8,0.0,72.1,0.03,232.8,0.3,244.7,0.5,76.5,0.72,94.6,0.9,85.6,0.09,24.1,0.11,304.4,0.35,280.2,0.55,66.7,0.74,90.0,1.0,83.5,2.0
127.5,249.0,128.9,256.9,176.2,160.6,177.9,190.2,0.1,157.7,0.13,236.8,0.35,263.9,0.54,113.2,0.76,89.5,1.0,95.6,0.0,111.2,0.06,308.7,0.32,298.2,0.47,104.3,0.69,86.3,0.86,95.3,2.0
233.1,84.2,235.6,108.5,196.6,181.4,171.3,181.7,0.0,77.1,0.03,227.0,0.3,241.9,0.49,76.9,0.72,94.5,0.84,83.7,0.09,23.0,0.11,306.9,0.35,278.1,0.55,66.0,0.75,89.7,1.0,83.7,2.0
